1510065000,230.3800049,230.0500031,230.7700043,229.1399994,1553600
1510151400,229.8399963,229.8300018,230.6499939,229.3800049,1510200
1510237800,228.5399933,228.3899994,229.3999939,227.0500031,1575800
1510324200,227.4700012,227.4499969,228.4400024,226.1600037,1295800
1510583400,226.7299957,228.2200012,228.4299927,226.2599945,1765300
1510669800,228.1399994,229.3300018,229.9600067,226.75,1393200
1510756200,228.0700073,227.3999939,228.5099945,226.0399933,1512100
1510842600,227.7899933,229.4199982,229.9900055,227.7899933,1224800
1510929000,228.4299927,229.3600006,229.9199982,227.7400055,1741800
1511188200,229.8999939,231.4900055,233.5899963,229.5500031,1700000
1511274600,232.2100067,234.0899963,235.7100067,232.2100067,2122600
1511361000,233.0599976,231.5800018,233.8600006,231.3999939,1371800
1511533800,232.0299988,231.3800049,232.0399933,230.8099976,659100
1511793000,231.75,234,234.5299988,231.1300049,1780800
1511879400,234.1199951,235.6300049,235.9400024,233.3800049,1871700
1511965800,236.0500031,238.0099945,238.1900024,235.6399994,1754600
1512052200,238.8600006,243.1399994,243.4499969,237.6900024,4003400
1512138600,243.1900024,241.1499939,243.6300049,239.1499939,2232300
1512397800,243.0500031,239.2599945,244.2299957,238.5099945,2468700
1512484200,240.2200012,238.2599945,240.2599945,237.8600006,1543100
1512570600,240.3300018,238.6699982,241.0800018,236.9700012,1924100
1512657000,238.4499969,240.3000031,241.2899933,237.9299927,1367100
1512743400,240,238.1300049,241.0099945,237.4900055,1999800
1513002600,239.1900024,239.3000031,240.2100067,237.8600006,1742900
1513089000,236.5800018,236.5800018,241.6799927,236.1199951,2766300
1513175400,236.9100037,239.1100006,239.5899963,236.6300049,2707900
1513261800,240.3200073,238.0800018,240.8000031,237.8099976,1984700
1513348200,239.1900024,238,239.6799927,237.6499939,4518700
1513607400,238.5800018,238.4199982,240.0099945,237.1499939,2237300
1513693800,239.4700012,238.3899994,239.7400055,236.8999939,1868900
1513780200,238.1999969,236.9199982,238.4700012,236.4900055,1621600
1513866600,236,234.7799988,237.25,234.4100037,2241600
1513953000,235.3600006,234.7299957,236.0800018,234.2799988,1280600
1514298600,235.0800018,235.4499969,236.2799988,235.0299988,789100
